"",9.200
660.0000,-3.9862E+001
661.0000,-3.1473E+001
662.0000,-4.0142E+001
663.0000,-4.0905E-001
664.0000,-5.3199E+001
665.0000,-8.2253E+000
666.0000,1.4152E+001
667.0000,-2.6564E+001
668.0000,-3.0491E+001
669.0000,-9.5784E+000
670.0000,-8.3260E+001
671.0000,-5.5732E+001
672.0000,-2.5433E+001
673.0000,-1.8979E+001
674.0000,5.9537E+000
675.0000,-6.0583E+001
676.0000,-3.1183E+001
677.0000,-8.5361E+000
678.0000,-1.1236E+001
679.0000,-1.8112E+001
680.0000,3.1408E-001
681.0000,-1.2006E+001
682.0000,-8.3499E+001
683.0000,-6.5833E+001
684.0000,-4.7734E+001
685.0000,-1.6459E+001
686.0000,-9.9369E+001
687.0000,-6.5501E+001
688.0000,-5.0070E+001
689.0000,-5.7229E+001
690.0000,-2.4671E+001
691.0000,-3.3353E+001
692.0000,6.1855E+001
693.0000,3.8166E+001
694.0000,-8.3663E+000
695.0000,-1.1288E+001
696.0000,-5.0770E+001
697.0000,-3.0079E+001
698.0000,-2.8769E+001
699.0000,7.4681E+000
700.0000,1.6423E+001
701.0000,-7.6437E+000
702.0000,-7.2187E+000
703.0000,-7.0556E+000
704.0000,-9.2339E+000
705.0000,-2.4506E+001
706.0000,-6.7827E+001
707.0000,-2.4137E+001
708.0000,-3.6894E+001
709.0000,-7.1623E+001
710.0000,-1.0076E+002
711.0000,-6.3781E+001
712.0000,-4.3440E+001
713.0000,-1.3307E+001
714.0000,-1.4676E+001
715.0000,-2.7081E+000
716.0000,-4.6444E+001
717.0000,-4.0340E+001
718.0000,-2.8914E+001
719.0000,-1.9395E+001
720.0000,-2.4364E+001
721.0000,-1.5996E+001
722.0000,4.9849E+000
723.0000,5.2637E+001
724.0000,-4.0608E+001
725.0000,-2.9600E+001
726.0000,-1.8090E+001
727.0000,2.3235E+000
728.0000,-1.7920E+001
729.0000,-3.8921E+001
730.0000,-6.2007E+001
731.0000,-6.7855E+001
732.0000,-8.1594E+000
733.0000,2.0539E+000
734.0000,-6.9357E+001
735.0000,-5.2257E+001
736.0000,-8.6970E+001
737.0000,-1.3335E+002
738.0000,-7.4136E+001
739.0000,-7.6703E+001
740.0000,-3.3181E+001
741.0000,-1.2589E+001
742.0000,7.2602E+000
743.0000,-2.4824E+001
744.0000,-1.3193E+001
745.0000,-2.7165E+001
746.0000,-1.6505E+001
747.0000,-1.0834E+001
748.0000,-2.8879E+001
749.0000,-1.0138E+001
750.0000,-7.6147E+000
751.0000,-2.1644E+001
752.0000,-2.0305E+001
753.0000,-1.2745E+001
754.0000,-4.5720E+001
755.0000,-1.4748E+001
756.0000,-7.2095E+001
757.0000,-7.6981E+001
758.0000,-2.9939E+001
759.0000,-2.2103E+001
760.0000,-7.6741E+001
761.0000,-4.3194E+001
762.0000,5.0291E+000
763.0000,-7.0171E+001
764.0000,-4.0682E+001
765.0000,-2.7855E+001
766.0000,-4.8536E+001
767.0000,-4.9532E+001
768.0000,-2.8894E+001
769.0000,5.4935E-001
770.0000,8.5188E+000
771.0000,-2.7538E+001
772.0000,-2.3959E+001
773.0000,-1.1766E+002
774.0000,-5.0029E+001
775.0000,-1.7536E+002
776.0000,-5.5200E+001
777.0000,-2.8430E+001
778.0000,-2.9527E+001
779.0000,-8.4386E+001
780.0000,0.0000E+000
781.0000,0.0000E+000
782.0000,1.1404E+000
783.0000,6.2430E-001
784.0000,0.0000E+000
785.0000,0.0000E+000
786.0000,0.0000E+000
787.0000,0.0000E+000
788.0000,0.0000E+000
789.0000,0.0000E+000
790.0000,1.2567E+000
791.0000,0.0000E+000
792.0000,6.0601E+000
793.0000,2.4600E+001
794.0000,-3.4595E+001
795.0000,-2.9392E+001
796.0000,-2.3285E+001
797.0000,-1.1035E+001
798.0000,-5.2377E-001
799.0000,4.4447E+001
800.0000,1.3217E+001
801.0000,-2.7551E+001
802.0000,-6.1705E+000
803.0000,2.1854E+001
804.0000,-2.9727E+001
805.0000,-1.4218E+001
806.0000,-7.5496E+001
807.0000,-3.3979E+001
808.0000,-2.2272E+001
809.0000,-1.9816E+001
810.0000,-2.0151E+001
811.0000,-1.4346E+001
812.0000,-3.7656E+001
813.0000,-1.3818E+001
814.0000,4.7437E+000
815.0000,5.3167E+000
816.0000,-8.1905E+001
817.0000,-8.7603E+001
818.0000,-6.7623E+001
819.0000,-5.5120E+001
820.0000,-3.1722E+001
821.0000,-4.3375E+001
822.0000,2.4463E+001
823.0000,5.7919E+001
824.0000,-8.3168E+001
825.0000,-5.9297E+001
826.0000,3.3287E+000
827.0000,1.2106E+001
828.0000,2.3944E+001
829.0000,4.9950E+001
830.0000,-3.3855E+001
831.0000,-7.6371E+001
832.0000,-5.2137E+001
833.0000,7.3000E+000
834.0000,-1.3218E+001
835.0000,-3.5854E+001
836.0000,-1.4897E+001
837.0000,-6.7144E+000
838.0000,-3.7856E+000
839.0000,-6.9978E+000
840.0000,-9.1975E+001
841.0000,-1.1133E+002
842.0000,-1.2407E+002
843.0000,-1.4064E+002
844.0000,-6.8927E+001
845.0000,-3.8173E+001
846.0000,-5.4746E+001
847.0000,-7.2939E+001
848.0000,-5.4640E+000
849.0000,-9.5726E+000
850.0000,-2.5748E+001
851.0000,-3.2507E+001
